,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,RAPNET ID:,,91339,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TEL / QBC:,,+91-22-33920905/18-9905,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,WHATSAPP:,,+91-9833922487,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,EMAIL ID:,,info@rfmcorporation.com,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,SKYPE:,,rfmcorporation,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,WEBSITE:,,www.rfmcorporation.com,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,No.of Stones,Weight,Avg. Disc,Total US$,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,All Stones,1277,567.88,-56.24%,739626.43,,,,,,,,,,,,,,,,,,,,,
,Hold,Memo,,,,,,,,,,Selection,1277,567.88,-56.24%,739626.43,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ 16,90,008.60",,,,,
,Stock #,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Measurements,Lab,Certificate #,Rap-Price,Rap%,US$/CT,TOTAL US$,Depth %,Table %,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Shade,BIT,BIS,T.INC,C.INC,Comments,Origin,KeyToSymbols,ReportDate,"$ 16,90,008.60",Blank1,Blank2,Video,CurStatus,Location
,622402879,RBC,0.14,G,VS2,EX,EX,VG,NONE,3.36-3.37X2.10,IGI,622402879,$ 820.00,-11.89%,722.50,101.15,62.50,59.00,15.00,35.80,43.50,41.30,NONE,,,,,IDEAL CUT ROUND BRILLIANT,SEALED,"FEATHER,CRYSTAL,CLOUD",02-07-2024,$ 114.80,$ 722.50,$ 101.15,No,S,INDIA
